Date,SecurityInBan
17-10-2023,BALRAMCHIN
17-10-2023,BHEL
17-10-2023,DELTACORP
17-10-2023,GNFC
17-10-2023,HINDCOPPER
17-10-2023,IBULHSGFIN
17-10-2023,INDIACEM
17-10-2023,MANAPPURAM
17-10-2023,MCX
17-10-2023,PNB
17-10-2023,SAIL
17-10-2023,SUNTV
