Date,SecurityInBan
08-02-2024,ASHOKLEY
08-02-2024,BALRAMCHIN
08-02-2024,DELTACORP
08-02-2024,HINDCOPPER
08-02-2024,INDIACEM
08-02-2024,INDUSTOWER
08-02-2024,NATIONALUM
08-02-2024,SAIL
08-02-2024,UPL
08-02-2024,ZEEL
