Date,SecurityInBan
15-11-2023,CHAMBLFERT
15-11-2023,DELTACORP
15-11-2023,HINDCOPPER
15-11-2023,IBULHSGFIN
15-11-2023,MANAPPURAM
15-11-2023,SAIL
15-11-2023,ZEEL
