Date,SecurityInBan
09-02-2024,ASHOKLEY
09-02-2024,AUROPHARMA
09-02-2024,BALRAMCHIN
09-02-2024,BIOCON
09-02-2024,DELTACORP
09-02-2024,HINDCOPPER
09-02-2024,INDIACEM
09-02-2024,INDUSTOWER
09-02-2024,NATIONALUM
09-02-2024,PNB
09-02-2024,SAIL
09-02-2024,UPL
