Date,SecurityInBan
18-10-2024,BANDHANBNK
18-10-2024,CHAMBLFERT
18-10-2024,GNFC
18-10-2024,GRANULES
18-10-2024,HINDCOPPER
18-10-2024,IDFCFIRSTB
18-10-2024,IEX
18-10-2024,LTF
18-10-2024,MANAPPURAM
18-10-2024,NATIONALUM
18-10-2024,PNB
18-10-2024,RBLBANK
18-10-2024,SAIL
18-10-2024,TATACHEM
