Date,SecurityInBan
15-10-2024,CHAMBLFERT
15-10-2024,GNFC
15-10-2024,GRANULES
15-10-2024,HINDCOPPER
15-10-2024,IDFCFIRSTB
15-10-2024,IEX
15-10-2024,MANAPPURAM
15-10-2024,NATIONALUM
15-10-2024,PNB
15-10-2024,RBLBANK
15-10-2024,SAIL
15-10-2024,TATACHEM
