Date,SecurityInBan
20-02-2024,ABFRL
20-02-2024,ASHOKLEY
20-02-2024,BANDHANBNK
20-02-2024,BIOCON
20-02-2024,CANBK
20-02-2024,HINDCOPPER
20-02-2024,INDIACEM
20-02-2024,INDUSTOWER
20-02-2024,NATIONALUM
20-02-2024,SAIL
20-02-2024,ZEEL
