Date,SecurityInBan
22-02-2024,ASHOKLEY
22-02-2024,BALRAMCHIN
22-02-2024,BANDHANBNK
22-02-2024,BIOCON
22-02-2024,CANBK
22-02-2024,GMRINFRA
22-02-2024,GNFC
22-02-2024,HINDCOPPER
22-02-2024,INDIACEM
22-02-2024,INDUSTOWER
22-02-2024,NATIONALUM
22-02-2024,PEL
22-02-2024,PVRINOX
22-02-2024,RBLBANK
22-02-2024,ZEEL
