Date,SecurityInBan
21-08-2024,AARTIIND
21-08-2024,ABFRL
21-08-2024,BALRAMCHIN
21-08-2024,BANDHANBNK
21-08-2024,BSOFT
21-08-2024,GNFC
21-08-2024,GRANULES
21-08-2024,HINDCOPPER
21-08-2024,INDIACEM
21-08-2024,LICHSGFIN
21-08-2024,MANAPPURAM
21-08-2024,NATIONALUM
21-08-2024,PEL
21-08-2024,RBLBANK
21-08-2024,SAIL
21-08-2024,SUNTV
