Date,SecurityInBan
21-05-2024,ABCAPITAL
21-05-2024,BALRAMCHIN
21-05-2024,BANDHANBNK
21-05-2024,BIOCON
21-05-2024,BSOFT
21-05-2024,GMRINFRA
21-05-2024,GRANULES
21-05-2024,HINDCOPPER
21-05-2024,IDEA
21-05-2024,INDIACEM
21-05-2024,PEL
21-05-2024,SAIL
21-05-2024,ZEEL
