Date,SecurityInBan
21-02-2024,BALRAMCHIN
21-02-2024,BANDHANBNK
21-02-2024,BIOCON
21-02-2024,CANBK
21-02-2024,GMRINFRA
21-02-2024,GNFC
21-02-2024,HINDCOPPER
21-02-2024,INDIACEM
21-02-2024,INDUSTOWER
21-02-2024,NATIONALUM
21-02-2024,RBLBANK
21-02-2024,SAIL
21-02-2024,ZEEL
