Date,SecurityInBan
22-05-2024,ABCAPITAL
22-05-2024,BALRAMCHIN
22-05-2024,BANDHANBNK
22-05-2024,BIOCON
22-05-2024,GMRINFRA
22-05-2024,GRANULES
22-05-2024,IDEA
22-05-2024,IEX
22-05-2024,INDIACEM
22-05-2024,NATIONALUM
22-05-2024,PEL
22-05-2024,PNB
22-05-2024,ZEEL
