Date,SecurityInBan
18-04-2024,BALRAMCHIN
18-04-2024,BANDHANBNK
18-04-2024,GNFC
18-04-2024,HINDCOPPER
18-04-2024,IDEA
18-04-2024,METROPOLIS
18-04-2024,NATIONALUM
18-04-2024,PEL
18-04-2024,SAIL
18-04-2024,ZEEL
