Date,SecurityInBan
22-12-2023,ASHOKLEY
22-12-2023,BALRAMCHIN
22-12-2023,DELTACORP
22-12-2023,HINDCOPPER
22-12-2023,INDIACEM
22-12-2023,MANAPPURAM
22-12-2023,RBLBANK
22-12-2023,SAIL
