Date,SecurityInBan
16-04-2024,BALRAMCHIN
16-04-2024,BANDHANBNK
16-04-2024,EXIDEIND
16-04-2024,GNFC
16-04-2024,HINDCOPPER
16-04-2024,INDIACEM
16-04-2024,METROPOLIS
16-04-2024,NATIONALUM
16-04-2024,PEL
16-04-2024,SAIL
16-04-2024,ZEEL
