Date,SecurityInBan
20-01-2025,AARTIIND
20-01-2025,ABFRL
20-01-2025,ANGELONE
20-01-2025,BANDHANBNK
20-01-2025,CANFINHOME
20-01-2025,HINDCOPPER
20-01-2025,KALYANKJIL
20-01-2025,LTF
20-01-2025,MANAPPURAM
20-01-2025,RBLBANK
