Date,SecurityInBan
17-10-2024,BANDHANBNK
17-10-2024,CHAMBLFERT
17-10-2024,GNFC
17-10-2024,GRANULES
17-10-2024,HINDCOPPER
17-10-2024,IDFCFIRSTB
17-10-2024,IEX
17-10-2024,LTF
17-10-2024,MANAPPURAM
17-10-2024,NATIONALUM
17-10-2024,PNB
17-10-2024,RBLBANK
17-10-2024,SAIL
17-10-2024,TATACHEM
