Date,SecurityInBan
11-01-2024,BALRAMCHIN
11-01-2024,BANDHANBNK
11-01-2024,CHAMBLFERT
11-01-2024,ESCORTS
11-01-2024,HINDCOPPER
11-01-2024,IEX
11-01-2024,INDIACEM
11-01-2024,INDUSTOWER
11-01-2024,NATIONALUM
11-01-2024,PEL
11-01-2024,PVRINOX
11-01-2024,SAIL
11-01-2024,ZEEL
