Date,SecurityInBan
19-10-2023,BALRAMCHIN
19-10-2023,DELTACORP
19-10-2023,GNFC
19-10-2023,HINDCOPPER
19-10-2023,IBULHSGFIN
19-10-2023,INDIACEM
19-10-2023,MANAPPURAM
19-10-2023,MCX
19-10-2023,SAIL
