Date,SecurityInBan
2022-06-15,RBLBANK
2022-06-15,IBULHSGFIN
2022-06-15,DELTACORP
2022-06-16,RBLBANK
2022-06-16,IBULHSGFIN
2022-06-16,DELTACORP
2022-06-17,IBULHSGFIN
2022-06-17,RBLBANK
2022-06-17,DELTACORP
2022-06-20,RBLBANK
2022-06-20,DELTACORP
2022-06-20,IBULHSGFIN
2022-06-21,RBLBANK
2022-06-21,IBULHSGFIN
2022-06-22,RBLBANK
2022-06-22,IBULHSGFIN
2022-06-23,IBULHSGFIN
2022-06-23,RBLBANK
2022-06-23,SUNTV
2022-06-24,DELTACORP
2022-06-24,SUNTV
2022-06-24,IBULHSGFIN
2022-06-24,RBLBANK
2022-06-27,DELTACORP
2022-06-27,RBLBANK
2022-06-27,SUNTV
2022-06-27,IBULHSGFIN
2022-06-28,SUNTV
2022-06-28,DELTACORP
2022-06-29,DELTACORP
2022-06-29,SUNTV
2022-06-30,SUNTV
2022-07-13,DELTACORP
2022-07-14,DELTACORP
2022-07-15,DELTACORP
2022-07-18,DELTACORP
2022-07-19,DELTACORP
2022-07-20,DELTACORP
2022-07-21,DELTACORP
2022-07-22,DELTACORP
2022-07-22,RBLBANK
2022-07-25,IBULHSGFIN
2022-07-25,RBLBANK
2022-07-25,DELTACORP
2022-07-26,IBULHSGFIN
2022-07-27,IBULHSGFIN
2022-07-27,DELTACORP
2022-07-28,DELTACORP
2022-07-28,IBULHSGFIN
2022-08-03,ESCORTS
2022-08-04,ESCORTS
2022-08-05,ESCORTS
2022-08-08,DELTACORP
2022-08-08,ESCORTS
2022-08-08,BALRAMCHIN
2022-08-10,BALRAMCHIN
2022-08-10,DELTACORP
2022-08-10,ESCORTS
2022-08-11,BALRAMCHIN
2022-08-11,DELTACORP
2022-08-12,DELTACORP
2022-08-12,BALRAMCHIN
2022-08-16,TATACHEM
2022-08-16,BALRAMCHIN
2022-08-16,DELTACORP
2022-08-17,BALRAMCHIN
2022-08-17,TATACHEM
2022-08-17,DELTACORP
2022-08-18,BALRAMCHIN
2022-08-18,DELTACORP
2022-08-18,TATACHEM
2022-08-19,DELTACORP
2022-08-19,BALRAMCHIN
2022-08-22,DELTACORP
2022-08-22,BALRAMCHIN
2022-08-22,TATACHEM
2022-08-23,TATACHEM
2022-08-25,RBLBANK
2022-09-05,DELTACORP
2022-09-06,DELTACORP
2022-09-07,DELTACORP
2022-09-08,DELTACORP
2022-09-09,DELTACORP
2022-09-12,DELTACORP
2022-09-12,AMBUJACEM
2022-09-13,AMBUJACEM
2022-09-13,DELTACORP
2022-09-13,IBULHSGFIN
2022-09-14,IBULHSGFIN
2022-09-14,AMBUJACEM
2022-09-14,DELTACORP
2022-09-15,RBLBANK
2022-09-15,IBULHSGFIN
2022-09-15,DELTACORP
2022-09-16,IBULHSGFIN
2022-09-16,RBLBANK
2022-09-19,INDIACEM
2022-09-19,IBULHSGFIN
2022-09-19,PVR
2022-09-19,RBLBANK
2022-09-20,PVR
2022-09-20,RBLBANK
2022-09-20,IBULHSGFIN
2022-09-20,DELTACORP
2022-09-20,ESCORTS
2022-09-20,INDIACEM
2022-09-21,PVR
2022-09-21,RBLBANK
2022-09-21,ESCORTS
2022-09-21,INDIACEM
2022-09-21,DELTACORP
2022-09-22,DELTACORP
2022-09-22,ESCORTS
2022-09-22,RBLBANK
2022-09-22,PVR
2022-09-22,AMBUJACEM
2022-09-22,CANFINHOME
2022-09-23,AMBUJACEM
2022-09-23,RBLBANK
2022-09-23,CANFINHOME
2022-09-23,DELTACORP
2022-09-23,PNB
2022-09-26,AMBUJACEM
2022-09-26,PNB
2022-09-26,ZEEL
2022-09-26,CANFINHOME
2022-09-26,DELTACORP
2022-09-26,IDEA
2022-09-27,ZEEL
2022-09-27,IDEA
2022-09-27,PNB
2022-09-28,ZEEL
2022-09-28,IDEA
2022-09-29,IDEA
2022-10-11,IBULHSGFIN
2022-10-11,INDIACEM
2022-10-12,IBULHSGFIN
2022-10-12,DELTACORP
2022-10-12,INDIACEM
2022-10-13,IBULHSGFIN
2022-10-13,DELTACORP
2022-10-14,IBULHSGFIN
2022-10-14,DELTACORP
2022-10-17,DELTACORP
2022-10-17,INDIACEM
2022-10-17,IBULHSGFIN
2022-10-18,IBULHSGFIN
2022-10-18,DELTACORP
2022-10-18,INDIACEM
2022-10-19,DELTACORP
2022-10-19,BHEL
2022-10-19,ZEEL
2022-10-19,IBULHSGFIN
2022-10-19,INDIACEM
2022-10-20,DELTACORP
2022-10-20,ZEEL
2022-10-20,INDIACEM
2022-10-20,BHEL
2022-10-20,IBULHSGFIN
2022-10-21,DELTACORP
2022-10-21,IBULHSGFIN
2022-10-21,BHEL
2022-10-21,ZEEL
2022-10-21,INDIACEM
2022-10-24,BHEL
2022-10-27,BHEL
2022-10-27,PNB
2022-11-02,PNB
2022-11-03,PNB
2022-11-03,LICHSGFIN
2022-11-04,PNB
2022-11-04,LICHSGFIN
2022-11-07,LICHSGFIN
2022-11-10,PNB
2022-11-11,PNB
2022-11-14,GNFC
2022-11-14,PNB
2022-11-15,GNFC
2022-11-15,PNB
2022-11-15,SUNTV
2022-11-15,BHEL
2022-11-16,DELTACORP
2022-11-16,PNB
2022-11-16,GNFC
2022-11-16,BHEL
2022-11-16,SUNTV
2022-11-17,BHEL
2022-11-17,DELTACORP
2022-11-17,GNFC
2022-11-17,IBULHSGFIN
2022-11-17,SUNTV
2022-11-17,BALRAMCHIN
2022-11-18,GNFC
2022-11-18,BALRAMCHIN
2022-11-18,IBULHSGFIN
2022-11-18,DELTACORP
2022-11-18,BHEL
2022-11-18,SUNTV
2022-11-21,SUNTV
2022-11-21,DELTACORP
2022-11-21,BALRAMCHIN
2022-11-21,IBULHSGFIN
2022-11-21,BHEL
2022-11-21,PNB
2022-11-21,GNFC
2022-11-22,SUNTV
2022-11-22,IBULHSGFIN
2022-11-22,GNFC
2022-11-22,ESCORTS
2022-11-22,PNB
2022-11-24,PNB
2022-11-29,DELTACORP
2022-11-29,IBULHSGFIN
2022-11-29,BHEL
2022-11-30,DELTACORP
2022-11-30,IBULHSGFIN
2022-11-30,BHEL
2022-11-30,PNB
2022-12-01,DELTACORP
2022-12-01,BHEL
2022-12-01,IBULHSGFIN
2022-12-01,PNB
2022-12-02,PNB
2022-12-02,BHEL
2022-12-02,IBULHSGFIN
2022-12-02,DELTACORP
2022-12-05,DELTACORP
2022-12-05,PNB
2022-12-05,IBULHSGFIN
2022-12-06,GNFC
2022-12-06,DELTACORP
2022-12-06,IBULHSGFIN
2022-12-07,IBULHSGFIN
2022-12-07,GNFC
2022-12-07,PNB
2022-12-08,PNB
2022-12-08,IBULHSGFIN
2022-12-08,GNFC
2022-12-09,IBULHSGFIN
2022-12-09,GNFC
2022-12-12,GNFC
2022-12-12,PNB
2022-12-12,BHEL
2022-12-12,DELTACORP
2022-12-13,BHEL
2022-12-13,DELTACORP
2022-12-13,GNFC
2022-12-13,PNB
2022-12-14,BHEL
2022-12-14,GNFC
2022-12-14,DELTACORP
2022-12-15,IBULHSGFIN
2022-12-15,GNFC
2022-12-15,DELTACORP
2022-12-15,BHEL
2022-12-16,GNFC
2022-12-16,DELTACORP
2022-12-16,PNB
2022-12-16,IRCTC
2022-12-16,IBULHSGFIN
2022-12-16,BHEL
2022-12-19,PNB
2022-12-19,BALRAMCHIN
2022-12-19,GNFC
2022-12-19,IRCTC
2022-12-19,IBULHSGFIN
2022-12-19,DELTACORP
2022-12-19,BHEL
2022-12-20,BALRAMCHIN
2022-12-20,DELTACORP
2022-12-20,BHEL
2022-12-20,IBULHSGFIN
2022-12-20,IRCTC
2022-12-20,GNFC
2022-12-20,PNB
2022-12-21,PNB
2022-12-21,IRCTC
2022-12-21,GNFC
2022-12-21,IBULHSGFIN
2022-12-21,DELTACORP
2022-12-22,IBULHSGFIN
2022-12-22,GNFC
2022-12-22,IRCTC
2022-12-23,IBULHSGFIN
2022-12-26,IBULHSGFIN
2022-12-27,PNB
2022-12-28,BALRAMCHIN
2022-12-28,IBULHSGFIN
2022-12-28,PNB
2022-12-29,BALRAMCHIN
2022-12-29,IBULHSGFIN
2023-01-06,IBULHSGFIN
2023-01-08,IBULHSGFIN
2023-01-08,IBULHSGFIN
2023-01-08,PEL
2023-01-08,IBULHSGFIN
2023-01-08,PEL
2023-01-08,PEL
2023-01-09,IBULHSGFIN
2023-01-10,IBULHSGFIN
2023-01-10,GNFC
2023-01-11,GNFC
2023-01-11,IBULHSGFIN
2023-01-12,GNFC
2023-01-12,IBULHSGFIN
2023-01-13,GNFC
2023-01-13,IBULHSGFIN
2023-01-16,GNFC
2023-01-16,IBULHSGFIN
2023-01-17,IBULHSGFIN
2023-01-17,GNFC
2023-01-17,L&TFH
2023-01-18,GNFC
2023-01-18,L&TFH
2023-01-18,IBULHSGFIN
2023-01-18,MANAPPURAM
2023-01-18,DELTACORP
2023-01-19,L&TFH
2023-01-19,DELTACORP
2023-01-19,GNFC
2023-01-19,MANAPPURAM
2023-01-20,DELTACORP
2023-01-20,L&TFH
2023-01-20,GNFC
2023-01-20,MANAPPURAM
2023-01-23,PVR
2023-01-23,DELTACORP
2023-01-23,L&TFH
2023-01-24,DELTACORP
2023-01-24,PVR
2023-01-24,L&TFH
2023-01-30,AMBUJACEM
2023-01-31,AMBUJACEM
2023-02-01,AMBUJACEM
2023-02-02,AMBUJACEM
2023-02-03,AMBUJACEM
2023-02-03,ADANIPORTS
2023-02-06,ADANIPORTS
2023-02-07,ADANIPORTS
2023-02-08,AMBUJACEM
2023-02-09,AMBUJACEM
2023-02-09,IBULHSGFIN
2023-02-10,AMBUJACEM
2023-02-10,IBULHSGFIN
2023-02-13,IBULHSGFIN
2023-02-13,AMBUJACEM
2023-02-14,AMBUJACEM
2023-02-14,IBULHSGFIN
2023-02-14,PNB
2023-02-14,BHEL
2023-02-15,PNB
2023-02-15,IBULHSGFIN
2023-02-15,BHEL
2023-02-15,AMBUJACEM
2023-02-16,AMBUJACEM
2023-02-16,PNB
2023-02-16,IBULHSGFIN
2023-02-16,BHEL
2023-02-17,PNB
2023-02-17,BHEL
2023-02-17,AMBUJACEM
2023-02-17,IBULHSGFIN
2023-02-20,IBULHSGFIN
2023-02-20,AMBUJACEM
2023-02-22,IDEA
2023-02-23,IDEA
2023-03-09,BALRAMCHIN
2023-03-10,BALRAMCHIN
2023-03-10,GNFC
2023-03-13,BALRAMCHIN
2023-03-13,GNFC
2023-03-14,GNFC
2023-03-15,GNFC
2023-03-15,IBULHSGFIN
2023-03-16,GNFC
2023-03-16,IBULHSGFIN
2023-03-17,IBULHSGFIN
2023-03-17,GNFC
2023-03-20,GNFC
2023-03-20,IBULHSGFIN
2023-03-21,IBULHSGFIN
2023-03-21,BIOCON
2023-03-22,IBULHSGFIN
2023-03-22,BIOCON
2023-03-23,BIOCON
2023-03-23,IBULHSGFIN
2023-03-24,IBULHSGFIN
2023-03-24,HAL
2023-03-24,BIOCON
2023-03-27,HAL
2023-03-27,IBULHSGFIN
2023-04-12,DELTACORP
2023-04-13,DELTACORP
2023-04-13,BALRAMCHIN
2023-04-17,DELTACORP
2023-04-17,BALRAMCHIN
2023-04-18,DELTACORP
2023-04-18,BALRAMCHIN
2023-04-19,BALRAMCHIN
2023-04-19,DELTACORP
2023-04-26,ZEEL
2023-04-27,GNFC
2023-04-27,ZEEL
2023-05-04,MANAPPURAM
2023-05-05,GNFC
2023-05-05,MANAPPURAM
2023-05-08,GNFC
2023-05-08,MANAPPURAM
2023-05-09,GNFC
2023-05-09,BHEL
2023-05-09,MANAPPURAM
2023-05-10,CANBK
2023-05-10,MANAPPURAM
2023-05-10,BHEL
2023-05-10,GNFC
2023-05-11,MANAPPURAM
2023-05-11,CANBK
2023-05-11,BHEL
2023-05-11,GNFC
2023-05-12,CANBK
2023-05-12,PNB
2023-05-12,MANAPPURAM
2023-05-12,BHEL
2023-05-15,BHEL
2023-05-15,PNB
2023-05-15,GNFC
2023-05-15,MANAPPURAM
2023-05-15,CANBK
2023-05-15,DELTACORP
2023-05-16,BHEL
2023-05-16,PNB
2023-05-16,GNFC
2023-05-16,DELTACORP
2023-05-17,PNB
2023-05-17,BALRAMCHIN
2023-05-17,DELTACORP
2023-05-17,GNFC
2023-05-17,MANAPPURAM
2023-05-18,LICHSGFIN
2023-05-18,PNB
2023-05-18,GNFC
2023-05-18,BALRAMCHIN
2023-05-18,ABFRL
2023-05-18,DELTACORP
2023-05-18,MANAPPURAM
2023-05-19,DELTACORP
2023-05-19,BALRAMCHIN
2023-05-19,PNB
2023-05-19,MANAPPURAM
2023-05-19,LICHSGFIN
2023-05-19,ABFRL
2023-05-19,L&TFH
2023-05-19,GNFC
2023-05-22,L&TFH
2023-05-22,BALRAMCHIN
2023-05-22,ABFRL
2023-05-22,DELTACORP
2023-05-22,MANAPPURAM
2023-05-22,GNFC
2023-05-23,IBULHSGFIN
2023-05-23,MANAPPURAM
2023-05-23,L&TFH
2023-05-24,DELTACORP
2023-05-24,IBULHSGFIN
2023-05-25,DELTACORP
2023-05-25,IBULHSGFIN
2023-06-06,INDIACEM
2023-06-06,MANAPPURAM
2023-06-06,IBULHSGFIN
2023-06-07,IBULHSGFIN
2023-06-07,INDIACEM
2023-06-07,MANAPPURAM
2023-06-08,IBULHSGFIN
2023-06-08,INDIACEM
2023-06-08,MANAPPURAM
2023-06-09,MANAPPURAM
2023-06-09,IBULHSGFIN
2023-06-12,IEX
2023-06-12,INDIACEM
2023-06-12,IBULHSGFIN
2023-06-13,IEX
2023-06-13,IBULHSGFIN
2023-06-13,INDIACEM
2023-06-13,DELTACORP
2023-06-14,IEX
2023-06-14,DELTACORP
2023-06-14,INDIACEM
2023-06-14,BHEL
2023-06-14,MANAPPURAM
2023-06-14,IBULHSGFIN
2023-06-15,MANAPPURAM
2023-06-15,DELTACORP
2023-06-15,INDIACEM
2023-06-15,IBULHSGFIN
2023-06-15,ZEEL
2023-06-15,BHEL
2023-06-15,IEX
2023-06-16,BHEL
2023-06-16,DELTACORP
2023-06-16,IEX
2023-06-16,IBULHSGFIN
2023-06-16,MANAPPURAM
2023-06-16,ZEEL
2023-06-16,INDIACEM
2023-06-16,TATACHEM
2023-06-16,L&TFH
2023-06-19,MANAPPURAM
2023-06-19,IBULHSGFIN
2023-06-19,TATACHEM
2023-06-19,L&TFH
2023-06-19,INDIACEM
2023-06-19,DELTACORP
2023-06-19,IEX
2023-06-19,ZEEL
2023-06-20,INDIACEM
2023-06-20,IBULHSGFIN
2023-06-20,MANAPPURAM
2023-06-20,DELTACORP
2023-06-20,HAL
2023-06-20,ZEEL
2023-06-20,L&TFH
2023-06-20,TATACHEM
2023-06-21,DELTACORP
2023-06-21,HAL
2023-06-21,L&TFH
2023-06-21,BHEL
2023-06-21,HINDCOPPER
2023-06-21,IBULHSGFIN
2023-06-21,INDIACEM
2023-06-22,BHEL
2023-06-22,DELTACORP
2023-06-22,L&TFH
2023-06-22,HINDCOPPER
2023-06-22,PNB
2023-06-22,HAL
2023-06-23,BHEL
2023-06-23,PNB
2023-06-23,L&TFH
2023-06-23,RBLBANK
2023-06-23,HINDCOPPER
2023-06-26,L&TFH
2023-06-26,RBLBANK
2023-06-26,HINDCOPPER
2023-06-26,HAL
2023-06-26,PNB
2023-06-27,HINDCOPPER
2023-06-27,RBLBANK
2023-06-28,L&TFH
2023-06-28,MANAPPURAM
2023-07-03,IBULHSGFIN
2023-07-04,IBULHSGFIN
2023-07-05,IBULHSGFIN
2023-07-07,DELTACORP
2023-07-07,BHEL
2023-07-10,INDIACEM
2023-07-10,BHEL
2023-07-10,GRANULES
2023-07-10,DELTACORP
2023-07-11,DELTACORP
2023-07-11,ZEEL
2023-07-11,BHEL
2023-07-11,INDIACEM
2023-07-11,GRANULES
2023-07-11,PNB
2023-07-11,IBULHSGFIN
2023-07-12,BHEL
2023-07-12,MANAPPURAM
2023-07-12,IBULHSGFIN
2023-07-12,INDIACEM
2023-07-12,PNB
2023-07-12,GRANULES
2023-07-12,ZEEL
2023-07-12,DELTACORP
2023-07-13,IBULHSGFIN
2023-07-13,MANAPPURAM
2023-07-13,PNB
2023-07-13,ZEEL
2023-07-13,HINDCOPPER
2023-07-13,INDIACEM
2023-07-14,HINDCOPPER
2023-07-14,DELTACORP
2023-07-14,PNB
2023-07-14,IBULHSGFIN
2023-07-14,INDIACEM
2023-07-14,ZEEL
2023-07-14,MANAPPURAM
2023-07-17,RBLBANK
2023-07-17,PNB
2023-07-17,MANAPPURAM
2023-07-17,DELTACORP
2023-07-17,HINDCOPPER
2023-07-17,IBULHSGFIN
2023-07-18,IBULHSGFIN
2023-07-18,RBLBANK
2023-07-18,DELTACORP
2023-07-18,MANAPPURAM
2023-07-19,IBULHSGFIN
2023-07-19,DELTACORP
2023-07-19,MANAPPURAM
2023-07-19,RBLBANK
2023-07-20,IBULHSGFIN
2023-07-20,DELTACORP
2023-07-20,RBLBANK
2023-07-20,POLYCAB
2023-07-20,MANAPPURAM
2023-07-20,L&TFH
2023-07-21,DELTACORP
2023-07-21,L&TFH
2023-07-21,MANAPPURAM
2023-07-21,RBLBANK
2023-07-21,IBULHSGFIN
2023-07-21,PNB
2023-07-21,BALRAMCHIN
2023-07-24,MANAPPURAM
2023-07-24,PNB
2023-07-24,IBULHSGFIN
2023-07-24,DELTACORP
2023-07-24,BALRAMCHIN
2023-07-24,L&TFH
2023-07-25,DELTACORP
2023-07-25,PNB
2023-07-25,IBULHSGFIN
2023-07-25,RBLBANK
2023-07-25,CANBK
2023-07-26,CANBK
2023-07-26,SUNTV
2023-07-26,IBULHSGFIN
2023-07-26,DELTACORP
2023-07-26,RBLBANK
2023-07-27,RBLBANK
2023-07-27,DELTACORP
2023-07-27,SUNTV
2023-07-31,IBULHSGFIN
2023-07-31,IBULHSGFIN
01-08-2023,IBULHSGFIN
01-08-2023,PEL
02-08-2023,HINDCOPPER
02-08-2023,IBULHSGFIN
02-08-2023,PEL
03-08-2023,GNFC
03-08-2023,HINDCOPPER
03-08-2023,IBULHSGFIN
03-08-2023,PEL
04-08-2023,GNFC
04-08-2023,HINDCOPPER
04-08-2023,PEL
07-08-2023,PEL
07-08-2023,GNFC
07-08-2023,HINDCOPPER
07-08-2023,IBULHSGFIN
09-08-2023,BALRAMCHIN
09-08-2023,CHAMBLFERT
09-08-2023,DELTACORP
09-08-2023,HINDCOPPER
09-08-2023,IBULHSGFIN
09-08-2023,INDIACEM
10-08-2023,BALRAMCHIN
10-08-2023,CHAMBLFERT
10-08-2023,DELTACORP
10-08-2023,HINDCOPPER
10-08-2023,IBULHSGFIN
11-08-2023,BALRAMCHIN
11-08-2023,CANFINHOME
11-08-2023,CHAMBLFERT
11-08-2023,DELTACORP
11-08-2023,GRANULES
11-08-2023,HINDCOPPER
11-08-2023,IBULHSGFIN
11-08-2023,MANAPPURAM
11-08-2023,ZEEL
14-08-2023,BALRAMCHIN
14-08-2023,CHAMBLFERT
14-08-2023,DELTACORP
14-08-2023,GRANULES
14-08-2023,HINDCOPPER
14-08-2023,IBULHSGFIN
14-08-2023,INDIACEM
14-08-2023,MANAPPURAM
14-08-2023,ZEEL
16-08-2023,BALRAMCHIN
16-08-2023,CHAMBLFERT
16-08-2023,DELTACORP
16-08-2023,GNFC
16-08-2023,GRANULES
16-08-2023,IBULHSGFIN
16-08-2023,INDIACEM
16-08-2023,MANAPPURAM
16-08-2023,ZEEL
17-08-2023,BALRAMCHIN
17-08-2023,CHAMBLFERT
17-08-2023,DELTACORP
17-08-2023,GNFC
17-08-2023,GRANULES
17-08-2023,HINDCOPPER
17-08-2023,IBULHSGFIN
17-08-2023,INDIACEM
17-08-2023,MANAPPURAM
17-08-2023,SAIL
17-08-2023,ZEEL
18-08-2023,CHAMBLFERT
18-08-2023,DELTACORP
18-08-2023,GNFC
18-08-2023,GRANULES
18-08-2023,HINDCOPPER
18-08-2023,IBULHSGFIN
18-08-2023,INDIACEM
18-08-2023,PNB
18-08-2023,SAIL
18-08-2023,ZEEL
21-08-2023,CHAMBLFERT
21-08-2023,DELTACORP
21-08-2023,GNFC
21-08-2023,GRANULES
21-08-2023,HINDCOPPER
21-08-2023,IBULHSGFIN
21-08-2023,INDIACEM
21-08-2023,MANAPPURAM
21-08-2023,PNB
21-08-2023,SAIL
21-08-2023,ZEEL
22-08-2023,CHAMBLFERT
22-08-2023,DELTACORP
22-08-2023,GNFC
22-08-2023,HINDCOPPER
22-08-2023,IBULHSGFIN
22-08-2023,INDIACEM
22-08-2023,MANAPPURAM
22-08-2023,METROPOLIS
22-08-2023,PNB
22-08-2023,SAIL
22-08-2023,ZEEL
23-08-2023,BHEL
23-08-2023,DELTACORP
23-08-2023,ESCORTS
23-08-2023,GNFC
23-08-2023,HINDCOPPER
23-08-2023,IBULHSGFIN
23-08-2023,INDIACEM
23-08-2023,MANAPPURAM
23-08-2023,METROPOLIS
23-08-2023,PNB
23-08-2023,SAIL
23-08-2023,ZEEL
24-08-2023,BHEL
24-08-2023,DELTACORP
24-08-2023,ESCORTS
24-08-2023,GNFC
24-08-2023,HINDCOPPER
24-08-2023,IBULHSGFIN
24-08-2023,INDIACEM
24-08-2023,MANAPPURAM
24-08-2023,METROPOLIS
24-08-2023,PNB
24-08-2023,SUNTV
25-08-2023,BHEL
25-08-2023,DELTACORP
25-08-2023,GMRINFRA
25-08-2023,GNFC
25-08-2023,HINDCOPPER
25-08-2023,IBULHSGFIN
25-08-2023,INDIACEM
25-08-2023,MANAPPURAM
25-08-2023,METROPOLIS
25-08-2023,PNB
25-08-2023,RBLBANK
28-08-2023,BHEL
28-08-2023,ESCORTS
28-08-2023,GMRINFRA
28-08-2023,HINDCOPPER
28-08-2023,INDIACEM
28-08-2023,MANAPPURAM
28-08-2023,RBLBANK
28-08-2023,SUNTV
29-08-2023,BHEL
29-08-2023,ESCORTS
29-08-2023,GMRINFRA
29-08-2023,HINDCOPPER
29-08-2023,IBULHSGFIN
29-08-2023,INDIACEM
29-08-2023,MANAPPURAM
29-08-2023,RBLBANK
29-08-2023,SUNTV
30-08-2023,ESCORTS
30-08-2023,GMRINFRA
30-08-2023,HINDCOPPER
30-08-2023,IBULHSGFIN
30-08-2023,MANAPPURAM
30-08-2023,RBLBANK
30-08-2023,SUNTV
31-08-2023,BHEL
31-08-2023,IBULHSGFIN
04-09-2023,IBULHSGFIN
05-09-2023,BALRAMCHIN
05-09-2023,BHEL
05-09-2023,HINDCOPPER
05-09-2023,IBULHSGFIN
05-09-2023,INDIACEM
06-09-2023,BALRAMCHIN
06-09-2023,BHEL
06-09-2023,DELTACORP
06-09-2023,HINDCOPPER
06-09-2023,IBULHSGFIN
06-09-2023,INDIACEM
07-09-2023,BALRAMCHIN
07-09-2023,BHEL
07-09-2023,DELTACORP
07-09-2023,HINDCOPPER
07-09-2023,IBULHSGFIN
07-09-2023,INDIACEM
07-09-2023,MANAPPURAM
07-09-2023,SAIL
08-09-2023,BALRAMCHIN
08-09-2023,BHEL
08-09-2023,DELTACORP
08-09-2023,HINDCOPPER
08-09-2023,IBULHSGFIN
08-09-2023,INDIACEM
08-09-2023,MANAPPURAM
08-09-2023,PNB
08-09-2023,SAIL
11-09-2023,BALRAMCHIN
11-09-2023,CHAMBLFERT
11-09-2023,DELTACORP
11-09-2023,HINDCOPPER
11-09-2023,IBULHSGFIN
11-09-2023,INDIACEM
11-09-2023,MANAPPURAM
11-09-2023,PNB
11-09-2023,SAIL
12-09-2023,BHEL
12-09-2023,CHAMBLFERT
12-09-2023,DELTACORP
12-09-2023,HINDCOPPER
12-09-2023,IBULHSGFIN
12-09-2023,INDIACEM
12-09-2023,MANAPPURAM
12-09-2023,PNB
12-09-2023,SAIL
13-09-2023,BHEL
13-09-2023,CHAMBLFERT
13-09-2023,DELTACORP
13-09-2023,HINDCOPPER
13-09-2023,IBULHSGFIN
13-09-2023,IEX
13-09-2023,INDIACEM
13-09-2023,MANAPPURAM
13-09-2023,NATIONALUM
13-09-2023,SAIL
14-09-2023,DELTACORP
14-09-2023,HINDCOPPER
14-09-2023,IBULHSGFIN
14-09-2023,IEX
14-09-2023,INDIACEM
14-09-2023,MANAPPURAM
14-09-2023,NATIONALUM
14-09-2023,RECLTD
14-09-2023,SAIL
15-09-2023,BALRAMCHIN
15-09-2023,BHEL
15-09-2023,DELTACORP
15-09-2023,HINDCOPPER
15-09-2023,IBULHSGFIN
15-09-2023,IEX
15-09-2023,INDIACEM
15-09-2023,MANAPPURAM
15-09-2023,NATIONALUM
15-09-2023,RECLTD
15-09-2023,SAIL
15-09-2023,ZEEL
18-09-2023,BALRAMCHIN
18-09-2023,BHEL
18-09-2023,CHAMBLFERT
18-09-2023,HINDCOPPER
18-09-2023,IBULHSGFIN
18-09-2023,IEX
18-09-2023,INDIACEM
18-09-2023,MANAPPURAM
18-09-2023,RECLTD
18-09-2023,ZEEL
20-09-2023,BALRAMCHIN
20-09-2023,BHEL
20-09-2023,CHAMBLFERT
20-09-2023,DELTACORP
20-09-2023,IBULHSGFIN
20-09-2023,IEX
20-09-2023,MANAPPURAM
20-09-2023,PNB
20-09-2023,RECLTD
20-09-2023,ZEEL
21-09-2023,BALRAMCHIN
21-09-2023,BHEL
21-09-2023,CHAMBLFERT
21-09-2023,DELTACORP
21-09-2023,HINDCOPPER
21-09-2023,IBULHSGFIN
21-09-2023,MANAPPURAM
21-09-2023,PNB
21-09-2023,ZEEL
22-09-2023,BALRAMCHIN
22-09-2023,BHEL
22-09-2023,DELTACORP
22-09-2023,HINDCOPPER
22-09-2023,IBULHSGFIN
22-09-2023,MANAPPURAM
22-09-2023,PNB
22-09-2023,ZEEL
25-09-2023,CANBK
25-09-2023,DELTACORP
25-09-2023,GRANULES
25-09-2023,HINDCOPPER
25-09-2023,IBULHSGFIN
25-09-2023,MANAPPURAM
26-09-2023,BALRAMCHIN
26-09-2023,CANBK
26-09-2023,GRANULES
26-09-2023,HINDCOPPER
26-09-2023,IBULHSGFIN
27-09-2023,BALRAMCHIN
27-09-2023,CANBK
27-09-2023,DELTACORP
27-09-2023,HINDCOPPER
27-09-2023,IBULHSGFIN
27-09-2023,INDIACEM
28-09-2023,DELTACORP
28-09-2023,INDIACEM
04-10-2023,IBULHSGFIN
05-10-2023,DELTACORP
05-10-2023,IBULHSGFIN
05-10-2023,MANAPPURAM
06-10-2023,DELTACORP
06-10-2023,IBULHSGFIN
06-10-2023,MANAPPURAM
06-10-2023,PNB
09-10-2023,DELTACORP
09-10-2023,IBULHSGFIN
09-10-2023,MANAPPURAM
09-10-2023,PNB
10-10-2023,DELTACORP
10-10-2023,IBULHSGFIN
10-10-2023,L&TFH
10-10-2023,MANAPPURAM
10-10-2023,MCX
10-10-2023,PNB
11-10-2023,DELTACORP
11-10-2023,IBULHSGFIN
11-10-2023,L&TFH
11-10-2023,MANAPPURAM
11-10-2023,MCX
11-10-2023,PNB
12-10-2023,BALRAMCHIN
12-10-2023,HINDCOPPER
12-10-2023,IBULHSGFIN
12-10-2023,INDIACEM
12-10-2023,L&TFH
12-10-2023,MANAPPURAM
12-10-2023,PNB
13-10-2023,BALRAMCHIN
13-10-2023,BHEL
13-10-2023,DELTACORP
13-10-2023,HINDCOPPER
13-10-2023,IBULHSGFIN
13-10-2023,INDIACEM
13-10-2023,L&TFH
13-10-2023,MANAPPURAM
13-10-2023,PNB
13-10-2023,SUNTV
16-10-2023,BALRAMCHIN
16-10-2023,BHEL
16-10-2023,DELTACORP
16-10-2023,HINDCOPPER
16-10-2023,IBULHSGFIN
16-10-2023,INDIACEM
16-10-2023,L&TFH
16-10-2023,MANAPPURAM
16-10-2023,PNB
16-10-2023,SAIL
16-10-2023,SUNTV
17-10-2023,BALRAMCHIN
17-10-2023,BHEL
17-10-2023,DELTACORP
