Date,SecurityInBan
2014-11-14,UNITECH
2014-11-17,UNITECH
2014-11-18,UNITECH
2014-11-19,UNITECH
2014-11-20,UNITECH
2014-11-21,UNITECH
2014-11-24,UNITECH
2014-11-24,HDIL
2014-11-25,HDIL
2014-11-25,GMRINFRA
2014-11-25,IBREALEST
2014-11-26,GMRINFRA
2014-11-26,HDIL
2014-11-26,IBREALEST
2014-11-27,RELCAPITAL
2014-11-27,HDIL
2014-11-27,GMRINFRA
2014-11-27,UNITECH
2014-12-17,UNITECH
2014-12-17,HDIL
2014-12-18,UNITECH
2014-12-18,HDIL
2014-12-19,UNITECH
2014-12-19,WOCKPHARMA
2014-12-19,HDIL
2014-12-22,IBREALEST
2014-12-22,WOCKPHARMA
2014-12-22,UNITECH
2014-12-22,HDIL
2014-12-23,HDIL
2014-12-23,UNITECH
2014-12-23,IBREALEST
2014-12-24,UNITECH
2014-12-24,HDIL
2014-12-24,IBREALEST
2015-01-14,WOCKPHARMA
2015-01-15,WOCKPHARMA
2015-01-16,WOCKPHARMA
2015-01-16,HDIL
2015-01-19,HDIL
2015-01-19,WOCKPHARMA
2015-01-20,HDIL
2015-01-21,HDIL
2015-01-22,HDIL
2015-01-23,HDIL
2015-01-28,KTKBANK
2015-01-28,IBREALEST
2015-01-29,KTKBANK
2015-01-29,IBREALEST
2015-01-29,HDIL
2015-02-04,IBREALEST
2015-02-05,IBREALEST
2015-02-05,WOCKPHARMA
2015-02-06,IBREALEST
2015-02-09,IBREALEST
2015-02-10,IBREALEST
2015-02-11,HDIL
2015-02-11,IBREALEST
2015-02-12,WOCKPHARMA
2015-02-12,IBREALEST
2015-02-12,HDIL
2015-02-13,WOCKPHARMA
2015-02-13,IBREALEST
2015-02-13,HDIL
2015-02-16,IBREALEST
2015-02-16,HDIL
2015-02-18,HDIL
2015-02-18,IBREALEST
2015-02-18,UNITECH
2015-02-19,HDIL
2015-02-19,IBREALEST
2015-02-19,UNITECH
2015-02-20,IBREALEST
2015-02-20,UNITECH
2015-02-23,UNITECH
2015-02-24,HDIL
2015-02-25,HDIL
2015-02-26,HDIL
2015-02-26,UNITECH
2015-03-04,UNITECH
2015-03-05,UNITECH
2015-03-09,UNITECH
2015-03-10,UNITECH
2015-03-13,UNITECH
2015-03-16,UNITECH
2015-03-17,CENTURYTEX
2015-03-17,IBREALEST
2015-03-17,UNITECH
2015-03-18,CENTURYTEX
2015-03-18,IBREALEST
2015-03-18,UNITECH
2015-03-18,WOCKPHARMA
2015-03-19,UNITECH
2015-03-19,CENTURYTEX
2015-03-19,WOCKPHARMA
2015-03-19,IBREALEST
2015-03-20,CENTURYTEX
2015-03-20,WOCKPHARMA
2015-03-20,IBREALEST
2015-03-23,IBREALEST
2015-03-25,UNITECH
2015-03-26,UNITECH
2015-04-06,CENTURYTEX
2015-04-07,CENTURYTEX
2015-04-08,CENTURYTEX
2015-04-09,UNITECH
2015-04-09,CENTURYTEX
2015-04-10,UNITECH
2015-04-10,CENTURYTEX
2015-04-13,WOCKPHARMA
2015-04-13,UNITECH
2015-04-15,HDIL
2015-04-15,CENTURYTEX
2015-04-15,UNITECH
2015-04-15,WOCKPHARMA
2015-04-16,UNITECH
2015-04-16,CENTURYTEX
2015-04-16,WOCKPHARMA
2015-04-16,IBREALEST
2015-04-16,HDIL
2015-04-17,IBREALEST
2015-04-17,UNITECH
2015-04-17,CENTURYTEX
2015-04-17,HDIL
2015-04-20,UNITECH
2015-04-20,CENTURYTEX
2015-04-20,IBREALEST
2015-04-21,CENTURYTEX
2015-04-21,IBREALEST
2015-04-21,UNITECH
2015-04-22,IBREALEST
2015-04-22,UNITECH
2015-04-23,CENTURYTEX
2015-04-23,IBREALEST
2015-04-23,UNITECH
2015-04-24,HDIL
2015-04-24,CENTURYTEX
2015-04-24,IBREALEST
2015-04-27,CENTURYTEX
2015-04-27,IBREALEST
2015-04-27,HDIL
2015-04-28,CENTURYTEX
2015-04-28,WOCKPHARMA
2015-04-28,IBREALEST
2015-04-29,CENTURYTEX
2015-04-29,UNITECH
2015-04-29,WOCKPHARMA
2015-04-29,IBREALEST
2015-04-30,CENTURYTEX
2015-04-30,UNITECH
2015-05-11,CENTURYTEX
2015-05-12,CENTURYTEX
2015-05-13,CENTURYTEX
2015-05-14,CENTURYTEX
2015-05-15,CENTURYTEX
2015-05-18,CENTURYTEX
2015-05-19,IBREALEST
2015-05-19,CENTURYTEX
2015-05-20,IBREALEST
2015-05-20,CENTURYTEX
2015-05-21,CENTURYTEX
2015-05-21,IBREALEST
2015-05-22,IBREALEST
2015-05-22,CENTURYTEX
2015-05-22,AMTEKAUTO
2015-05-25,IBREALEST
2015-05-25,AMTEKAUTO
2015-05-26,IBREALEST
2015-05-26,AMTEKAUTO
2015-05-27,AMTEKAUTO
2015-05-27,IBREALEST
2015-05-28,IBREALEST
2015-05-28,AMTEKAUTO
2015-06-03,AMTEKAUTO
2015-06-04,AMTEKAUTO
2015-06-04,UNITECH
2015-06-05,AMTEKAUTO
2015-06-05,UNITECH
2015-06-08,UNITECH
2015-06-08,AMTEKAUTO
2015-06-09,UNITECH
2015-06-09,AMTEKAUTO
2015-06-10,UNITECH
2015-06-10,AMTEKAUTO
2015-06-11,AMTEKAUTO
2015-06-12,AMTEKAUTO
2015-06-15,AMTEKAUTO
2015-06-16,AMTEKAUTO
2015-06-17,AMTEKAUTO
2015-06-17,DISHTV
2015-06-17,IBREALEST
2015-06-18,IBREALEST
2015-06-18,AMTEKAUTO
2015-06-18,CENTURYTEX
2015-06-19,UNITECH
2015-06-19,IBREALEST
2015-06-19,CENTURYTEX
2015-06-19,AMTEKAUTO
2015-06-22,IBREALEST
2015-06-22,CENTURYTEX
2015-06-22,AMTEKAUTO
2015-06-22,UNITECH
2015-06-22,DISHTV
2015-06-23,DISHTV
2015-06-23,UNITECH
2015-06-23,AMTEKAUTO
2015-06-23,CENTURYTEX
2015-06-23,IBREALEST
2015-06-24,CENTURYTEX
2015-06-24,UNITECH
2015-06-24,DISHTV
2015-06-24,AMTEKAUTO
2015-06-25,DISHTV
2015-06-25,AMTEKAUTO
2015-06-25,UNITECH
2015-07-02,AMTEKAUTO
2015-07-03,AMTEKAUTO
2015-07-06,AMTEKAUTO
2015-07-07,AMTEKAUTO
2015-07-08,AMTEKAUTO
2015-07-09,AMTEKAUTO
2015-07-10,AMTEKAUTO
2015-07-13,AMTEKAUTO
2015-07-14,AMTEKAUTO
2015-07-15,AMTEKAUTO
2015-07-15,INDIACEM
2015-07-16,AMTEKAUTO
2015-07-16,INDIACEM
2015-07-17,AMTEKAUTO
2015-07-17,INDIACEM
2015-07-20,INDIACEM
2015-07-20,AMTEKAUTO
2015-07-21,INDIACEM
2015-07-21,AMTEKAUTO
2015-07-22,INDIACEM
2015-07-22,AMTEKAUTO
2015-07-23,INDIACEM
2015-07-23,AMTEKAUTO
2015-07-24,INDIACEM
2015-07-24,CENTURYTEX
2015-07-24,CEATLTD
2015-07-24,AMTEKAUTO
2015-07-27,INDIACEM
2015-07-27,AMTEKAUTO
2015-07-27,CENTURYTEX
2015-07-27,CEATLTD
2015-07-27,JINDALSTEL
2015-07-28,INDIACEM
2015-07-28,CENTURYTEX
2015-07-28,CEATLTD
2015-07-28,AMTEKAUTO
2015-07-28,JINDALSTEL
2015-07-29,CENTURYTEX
2015-07-29,AMTEKAUTO
2015-07-29,INDIACEM
2015-07-29,DISHTV
2015-07-29,JINDALSTEL
2015-07-30,DISHTV
2015-07-30,JINDALSTEL
2015-07-30,UNITECH
2015-07-30,INDIACEM
2015-07-30,AMTEKAUTO
2015-08-03,AMTEKAUTO
2015-08-04,AMTEKAUTO
2015-08-05,AMTEKAUTO
2015-08-06,AMTEKAUTO
2015-08-07,IBREALEST
2015-08-07,AMTEKAUTO
2015-08-10,IBREALEST
2015-08-10,AMTEKAUTO
2015-08-11,AMTEKAUTO
2015-08-11,IBREALEST
2015-08-12,AMTEKAUTO
2015-08-12,IBREALEST
2015-08-13,IBREALEST
2015-08-13,AMTEKAUTO
2015-08-14,AMTEKAUTO
2015-08-14,IBREALEST
2015-08-17,AMTEKAUTO
2015-08-17,IBREALEST
2015-08-18,AMTEKAUTO
2015-08-19,AMTEKAUTO
2015-08-19,INDIACEM
2015-08-20,IBREALEST
2015-08-20,INDIACEM
2015-08-21,JINDALSTEL
2015-08-21,INDIACEM
2015-08-21,IBREALEST
2015-08-24,IBREALEST
2015-08-24,INDIACEM
2015-08-24,JINDALSTEL
2015-08-25,JINDALSTEL
2015-08-25,INDIACEM
2015-08-26,JINDALSTEL
2015-09-11,CENTURYTEX
2015-09-14,AMTEKAUTO
2015-09-14,CENTURYTEX
2015-09-15,CENTURYTEX
2015-09-15,AMTEKAUTO
2015-09-16,CENTURYTEX
2015-09-16,AMTEKAUTO
2015-09-18,CENTURYTEX
2015-09-21,CENTURYTEX
2015-10-23,IBREALEST
2015-10-26,IBREALEST
2015-10-27,IBREALEST
2015-10-28,IBREALEST
2015-10-28,CEATLTD
2015-11-09,CEATLTD
2015-11-10,CEATLTD
2015-11-11,CEATLTD
2015-11-13,CEATLTD
2015-11-16,CEATLTD
2015-11-16,JINDALSTEL
2015-11-17,CEATLTD
2015-11-17,JINDALSTEL
2015-11-18,JINDALSTEL
2015-11-19,DLF
2015-11-19,JINDALSTEL
2015-11-20,DLF
2015-11-20,JINDALSTEL
2015-11-23,DLF
2015-11-23,JINDALSTEL
2015-11-23,IBREALEST
2015-11-24,UNITECH
2015-11-24,DLF
2015-11-24,IBREALEST
2015-11-26,UNITECH
2015-11-26,IBREALEST
2015-12-09,IBREALEST
2015-12-10,IBREALEST
2015-12-11,UNITECH
2015-12-11,IBREALEST
2015-12-14,UNITECH
2015-12-14,IBREALEST
2015-12-15,IBREALEST
2015-12-15,UNITECH
2015-12-16,IBREALEST
2015-12-16,JISLJALEQS
2015-12-16,UNITECH
2015-12-17,JISLJALEQS
2015-12-17,JPASSOCIAT
2015-12-17,UNITECH
2015-12-17,IBREALEST
2015-12-18,JISLJALEQS
2015-12-18,UNITECH
2015-12-18,IDBI
2015-12-18,IBREALEST
2015-12-18,JINDALSTEL
2015-12-18,JPASSOCIAT
2015-12-21,JPASSOCIAT
2015-12-21,UNITECH
2015-12-21,JISLJALEQS
2015-12-21,JINDALSTEL
2015-12-21,INDIACEM
2015-12-21,IBREALEST
2015-12-21,IDBI
2015-12-22,JINDALSTEL
2015-12-22,INDIACEM
2015-12-22,JISLJALEQS
2015-12-22,JPASSOCIAT
2015-12-22,UNITECH
2015-12-23,JPASSOCIAT
2015-12-23,JISLJALEQS
2015-12-23,INDIACEM
2015-12-23,JINDALSTEL
2015-12-23,UNITECH
2015-12-24,INDIACEM
2015-12-24,WOCKPHARMA
2015-12-24,JPASSOCIAT
2015-12-24,KSCL
2015-12-24,JISLJALEQS
2015-12-24,UNITECH
2015-12-24,DLF
2015-12-24,JINDALSTEL
2015-12-28,JINDALSTEL
2015-12-28,JISLJALEQS
2015-12-28,UNITECH
2015-12-28,JPASSOCIAT
2015-12-28,KSCL
2015-12-28,DLF
2015-12-28,WOCKPHARMA
2015-12-28,INDIACEM
2015-12-29,JPASSOCIAT
2015-12-29,WOCKPHARMA
2015-12-29,UNITECH
2015-12-29,KSCL
2015-12-29,JINDALSTEL
2015-12-29,DLF
2015-12-29,JISLJALEQS
2015-12-29,INDIACEM
2015-12-30,WOCKPHARMA
2015-12-30,KSCL
2015-12-30,DLF
2015-12-30,INDIACEM
2015-12-30,JPASSOCIAT
2015-12-30,UNITECH
2015-12-30,JISLJALEQS
2015-12-30,JINDALSTEL
2015-12-31,WOCKPHARMA
2015-12-31,UNITECH
2015-12-31,JPASSOCIAT
2016-01-08,DLF
2016-01-08,IBREALEST
2016-01-11,DLF
2016-01-11,IBREALEST
2016-01-12,IBREALEST
2016-01-12,DLF
2016-01-13,RELINFRA
2016-01-13,IBREALEST
2016-01-13,UNITECH
2016-01-14,JISLJALEQS
2016-01-14,UNITECH
2016-01-14,JINDALSTEL
2016-01-14,RELCAPITAL
2016-01-14,RELINFRA
2016-01-14,IBREALEST
2016-01-15,JISLJALEQS
2016-01-15,IDBI
2016-01-15,INDIACEM
2016-01-15,JINDALSTEL
2016-01-15,RELCAPITAL
2016-01-15,IBREALEST
2016-01-15,UNITECH
2016-01-15,BANKINDIA
2016-01-18,WOCKPHARMA
2016-01-18,JISLJALEQS
2016-01-18,RELCAPITAL
2016-01-18,IDBI
2016-01-18,INDIACEM
2016-01-18,BANKINDIA
2016-01-18,JINDALSTEL
2016-01-18,UNITECH
2016-01-19,JISLJALEQS
2016-01-19,UNITECH
2016-01-19,INDIACEM
2016-01-19,WOCKPHARMA
2016-01-19,BANKINDIA
2016-01-19,JINDALSTEL
2016-01-19,DLF
2016-01-19,IDBI
2016-01-20,INDIACEM
2016-01-20,BANKINDIA
2016-01-20,DLF
2016-01-20,IDBI
2016-01-20,UNITECH
2016-01-20,JISLJALEQS
2016-01-21,JISLJALEQS
2016-01-21,BANKINDIA
2016-01-21,DLF
2016-01-21,UNITECH
2016-01-21,JPASSOCIAT
2016-01-22,RELINFRA
2016-01-22,JPASSOCIAT
2016-01-22,DLF
2016-01-22,UNITECH
2016-01-25,JETAIRWAYS
2016-01-25,RELINFRA
2016-01-25,JPASSOCIAT
2016-01-25,DLF
2016-01-25,UNITECH
2016-01-27,IBREALEST
2016-01-27,JETAIRWAYS
2016-01-27,JPASSOCIAT
2016-01-27,UNITECH
2016-01-27,RELINFRA
2016-01-28,IBREALEST
2016-01-28,UNITECH
2016-01-28,JPASSOCIAT
2016-01-28,JINDALSTEL
2016-01-28,IFCI
2016-02-11,JINDALSTEL
2016-02-12,JINDALSTEL
2016-02-15,JISLJALEQS
2016-02-16,JISLJALEQS
2016-02-16,INDIACEM
2016-02-16,WOCKPHARMA
2016-02-17,INDIACEM
2016-02-17,JISLJALEQS
2016-02-17,WOCKPHARMA
2016-02-18,INDIACEM
2016-02-18,WOCKPHARMA
2016-02-18,JISLJALEQS
2016-02-19,INDIACEM
2016-02-19,WOCKPHARMA
2016-02-19,JISLJALEQS
2016-02-22,JISLJALEQS
2016-02-22,INDIACEM
2016-02-22,JINDALSTEL
2016-02-23,IBREALEST
2016-02-23,INDIACEM
2016-02-23,JISLJALEQS
2016-02-23,JINDALSTEL
2016-02-24,IBREALEST
2016-02-24,INDIACEM
2016-02-24,JISLJALEQS
2016-02-24,JINDALSTEL
2016-02-25,INDIACEM
2016-02-25,JISLJALEQS
2016-03-03,JISLJALEQS
2016-03-04,JISLJALEQS
2016-03-08,JISLJALEQS
2016-03-09,JISLJALEQS
2016-03-10,JISLJALEQS
2016-03-11,JISLJALEQS
2016-03-14,JISLJALEQS
2016-03-15,JINDALSTEL
2016-03-15,JISLJALEQS
2016-03-16,JINDALSTEL
2016-03-16,JISLJALEQS
2016-03-17,JISLJALEQS
2016-03-17,JINDALSTEL
2016-03-18,JINDALSTEL
2016-03-18,JISLJALEQS
2016-03-21,JISLJALEQS
2016-03-21,JINDALSTEL
2016-03-22,JINDALSTEL
2016-03-22,JISLJALEQS
2016-03-23,JISLJALEQS
2016-03-23,JINDALSTEL
2016-03-28,JINDALSTEL
2016-03-30,HDIL
2016-04-21,JINDALSTEL
2016-04-22,JINDALSTEL
2016-04-25,JINDALSTEL
2016-04-26,INDIACEM
2016-04-26,IBREALEST
2016-04-26,JINDALSTEL
2016-04-27,INDIACEM
2016-04-27,JINDALSTEL
2016-04-27,IBREALEST
2016-04-28,JPASSOCIAT
2016-04-28,INDIACEM
2016-04-28,IBREALEST
2016-05-06,IBREALEST
2016-05-09,IBREALEST
2016-05-10,IBREALEST
2016-05-12,ORIENTBANK
2016-05-13,ORIENTBANK
2016-05-13,JINDALSTEL
2016-05-13,IBREALEST
2016-05-16,ORIENTBANK
2016-05-16,JINDALSTEL
2016-05-16,IBREALEST
2016-05-17,IBREALEST
2016-05-17,JINDALSTEL
2016-05-17,ORIENTBANK
2016-05-18,ORIENTBANK
2016-05-18,JINDALSTEL
2016-05-19,IBREALEST
2016-05-19,JINDALSTEL
2016-05-20,IBREALEST
2016-05-20,JINDALSTEL
2016-05-20,HDIL
2016-05-23,IBREALEST
2016-05-23,JINDALSTEL
2016-05-23,HDIL
2016-05-24,IBREALEST
2016-05-24,INDIACEM
2016-05-24,JINDALSTEL
2016-05-24,HDIL
2016-05-25,JINDALSTEL
2016-05-25,INDIACEM
2016-05-26,INDIACEM
2016-05-26,IBREALEST
2016-06-07,RCOM
2016-06-08,RCOM
2016-06-08,CANBK
2016-06-09,CANBK
2016-06-09,RCOM
2016-06-10,CANBK
2016-06-10,RCOM
2016-06-13,CANBK
2016-06-13,RCOM
2016-06-14,RCOM
2016-06-14,CANBK
2016-06-14,INDIACEM
2016-06-15,INDIACEM
2016-06-15,CANBK
2016-06-15,RCOM
2016-06-16,RCOM
2016-06-16,JPASSOCIAT
2016-06-16,JETAIRWAYS
2016-06-16,CANBK
2016-06-17,CEATLTD
2016-06-17,JETAIRWAYS
2016-06-17,RCOM
2016-06-17,JPASSOCIAT
2016-06-20,JPASSOCIAT
2016-06-20,IBREALEST
2016-06-20,CEATLTD
2016-06-20,RCOM
2016-06-20,JETAIRWAYS
2016-06-21,JPASSOCIAT
2016-06-21,IBREALEST
2016-06-21,CEATLTD
2016-06-22,JPASSOCIAT
2016-06-22,CEATLTD
2016-06-22,IBREALEST
2016-06-23,JETAIRWAYS
2016-06-23,JPASSOCIAT
2016-06-23,CEATLTD
2016-06-23,IBREALEST
2016-06-24,JPASSOCIAT
2016-06-24,CEATLTD
2016-06-24,RCOM
2016-06-24,IBREALEST
2016-06-24,INDIACEM
2016-06-24,JETAIRWAYS
2016-06-27,HDIL
2016-06-27,INDIACEM
2016-06-27,RCOM
2016-06-27,JPASSOCIAT
2016-06-27,JETAIRWAYS
2016-06-28,RCOM
2016-06-28,IBREALEST
2016-06-28,HDIL
2016-06-28,INDIACEM
2016-06-28,JPASSOCIAT
2016-06-28,JETAIRWAYS
2016-06-28,DLF
2016-06-29,IBREALEST
2016-06-29,HDIL
2016-06-29,RCOM
2016-06-29,CEATLTD
2016-06-29,DLF
2016-06-30,CEATLTD
2016-06-30,IBREALEST
2016-07-07,JPASSOCIAT
2016-07-08,JPASSOCIAT
2016-07-11,JPASSOCIAT
2016-07-12,JPASSOCIAT
2016-07-13,JPASSOCIAT
2016-07-14,IBREALEST
2016-07-14,JPASSOCIAT
2016-07-15,CANBK
2016-07-15,JPASSOCIAT
2016-07-15,IBREALEST
2016-07-15,BANKINDIA
2016-07-15,JINDALSTEL
2016-07-18,CANBK
2016-07-18,BANKINDIA
2016-07-18,JINDALSTEL
2016-07-18,IBREALEST
2016-07-18,JPASSOCIAT
2016-07-19,JINDALSTEL
2016-07-19,BANKINDIA
2016-07-19,RCOM
2016-07-19,IBREALEST
2016-07-19,CANBK
2016-07-19,JPASSOCIAT
2016-07-20,JINDALSTEL
2016-07-20,CANBK
2016-07-20,IBREALEST
2016-07-20,RCOM
2016-07-20,PNB
2016-07-20,BANKINDIA
2016-07-20,ORIENTBANK
2016-07-20,JPASSOCIAT
2016-07-21,ORIENTBANK
2016-07-21,PNB
2016-07-21,RCOM
2016-07-21,JINDALSTEL
2016-07-21,CANBK
2016-07-21,BANKINDIA
2016-07-21,IBREALEST
2016-07-22,INDIACEM
2016-07-22,CANBK
2016-07-22,IBREALEST
2016-07-22,JINDALSTEL
2016-07-22,JPASSOCIAT
2016-07-22,ORIENTBANK
2016-07-22,WOCKPHARMA
2016-07-22,PNB
2016-07-22,RCOM
2016-07-22,BANKINDIA
2016-07-25,CANBK
2016-07-25,KSCL
2016-07-25,JPASSOCIAT
2016-07-25,WOCKPHARMA
2016-07-25,INDIACEM
2016-07-25,BANKINDIA
2016-07-25,ORIENTBANK
2016-07-25,RCOM
2016-07-25,IBREALEST
2016-07-25,JINDALSTEL
2016-07-25,PNB
2016-07-26,INDIACEM
2016-07-26,WOCKPHARMA
2016-07-26,RCOM
2016-07-26,IBREALEST
2016-07-26,CEATLTD
2016-07-26,KSCL
2016-07-26,JPASSOCIAT
2016-07-27,WOCKPHARMA
2016-07-27,JPASSOCIAT
2016-07-27,KSCL
2016-07-27,JINDALSTEL
2016-07-27,IBREALEST
2016-07-27,CEATLTD
2016-07-27,CANBK
2016-07-27,INDIACEM
2016-07-28,IBREALEST
2016-07-28,KSCL
2016-07-28,JINDALSTEL
2016-07-28,JPASSOCIAT
2016-07-28,CANBK
2016-08-02,JINDALSTEL
2016-08-03,JINDALSTEL
2016-08-04,JINDALSTEL
2016-08-05,JINDALSTEL
2016-08-08,JINDALSTEL
2016-08-09,WOCKPHARMA
2016-08-09,JINDALSTEL
2016-08-10,WOCKPHARMA
2016-08-10,JINDALSTEL
2016-08-10,IBREALEST
2016-08-10,DISHTV
2016-08-11,RCOM
2016-08-11,IBREALEST
2016-08-11,WOCKPHARMA
2016-08-11,JINDALSTEL
2016-08-11,JISLJALEQS
2016-08-11,DISHTV
2016-08-12,JINDALSTEL
2016-08-12,DISHTV
2016-08-12,IBREALEST
2016-08-12,INDIACEM
2016-08-12,WOCKPHARMA
2016-08-12,JETAIRWAYS
2016-08-12,RCOM
2016-08-12,JISLJALEQS
2016-08-16,IBREALEST
2016-08-16,DISHTV
2016-08-16,JETAIRWAYS
2016-08-16,RCOM
2016-08-16,JINDALSTEL
2016-08-16,INDIACEM
2016-08-16,JISLJALEQS
2016-08-17,DISHTV
2016-08-17,WOCKPHARMA
2016-08-17,RCOM
2016-08-17,BANKINDIA
2016-08-17,INDIACEM
2016-08-17,JISLJALEQS
2016-08-17,IBREALEST
2016-08-17,JETAIRWAYS
2016-08-17,JINDALSTEL
2016-08-18,RCOM
2016-08-18,BANKINDIA
2016-08-18,IBREALEST
2016-08-18,WOCKPHARMA
2016-08-18,INDIACEM
2016-08-18,DISHTV
2016-08-18,JINDALSTEL
2016-08-18,JUSTDIAL
2016-08-18,CEATLTD
2016-08-18,JETAIRWAYS
2016-08-18,ORIENTBANK
2016-08-19,RCOM
2016-08-19,BANKINDIA
2016-08-19,CEATLTD
2016-08-19,JETAIRWAYS
2016-08-19,WOCKPHARMA
2016-08-19,JINDALSTEL
2016-08-19,JUSTDIAL
2016-08-19,IBREALEST
2016-08-19,ORIENTBANK
2016-08-22,JUSTDIAL
2016-08-22,JPASSOCIAT
2016-08-22,CEATLTD
2016-08-22,WOCKPHARMA
2016-08-22,BANKINDIA
2016-08-22,RCOM
2016-08-22,ORIENTBANK
2016-08-22,IBREALEST
2016-08-22,JINDALSTEL
2016-08-23,ORIENTBANK
2016-08-23,IBREALEST
2016-08-23,WOCKPHARMA
2016-08-23,JPASSOCIAT
2016-08-23,JINDALSTEL
2016-08-23,CEATLTD
2016-08-23,JUSTDIAL
2016-08-23,BANKINDIA
2016-08-24,JPASSOCIAT
2016-08-24,JUSTDIAL
2016-08-24,WOCKPHARMA
2016-08-24,JINDALSTEL
2016-08-24,INDIACEM
2016-08-24,BANKINDIA
2016-08-24,IBREALEST
2016-08-25,JPASSOCIAT
2016-08-25,JINDALSTEL
2016-08-25,IBREALEST
2016-08-25,INDIACEM
2016-08-25,IDBI
2016-09-01,JINDALSTEL
2016-09-02,JINDALSTEL
2016-09-02,IBREALEST
2016-09-02,RCOM
2016-09-06,CEATLTD
2016-09-06,IBREALEST
2016-09-06,KSCL
2016-09-06,JINDALSTEL
2016-09-06,RCOM
2016-09-07,IBREALEST
2016-09-07,JINDALSTEL
2016-09-07,KSCL
2016-09-07,RCOM
2016-09-08,RCOM
2016-09-08,JINDALSTEL
2016-09-08,KSCL
2016-09-08,JISLJALEQS
2016-09-08,IBREALEST
2016-09-09,KSCL
2016-09-09,JISLJALEQS
2016-09-09,RCOM
2016-09-09,IBREALEST
2016-09-09,CENTURYTEX
2016-09-09,JINDALSTEL
2016-09-12,CENTURYTEX
2016-09-12,IBREALEST
2016-09-12,KSCL
2016-09-12,JISLJALEQS
2016-09-12,JINDALSTEL
2016-09-12,RCOM
2016-09-14,IBREALEST
2016-09-14,HDIL
2016-09-14,CENTURYTEX
2016-09-14,RCOM
2016-09-14,DLF
2016-09-14,JISLJALEQS
2016-09-14,JINDALSTEL
2016-09-15,RCOM
2016-09-15,DLF
2016-09-15,HDIL
2016-09-15,IBREALEST
2016-09-15,JISLJALEQS
2016-09-15,KSCL
2016-09-16,KSCL
2016-09-16,IBREALEST
2016-09-16,RCOM
2016-09-16,DLF
2016-09-16,HDIL
2016-09-19,KSCL
2016-09-19,CENTURYTEX
2016-09-19,WOCKPHARMA
2016-09-19,DLF
2016-09-19,HDIL
2016-09-20,HDIL
2016-09-20,IBREALEST
2016-09-20,WOCKPHARMA
2016-09-20,CENTURYTEX
2016-09-20,KSCL
2016-09-20,CEATLTD
2016-09-20,RELCAPITAL
2016-09-21,CEATLTD
2016-09-21,CENTURYTEX
2016-09-21,KSCL
2016-09-21,WOCKPHARMA
2016-09-21,HDIL
2016-09-21,RELCAPITAL
2016-09-21,IBREALEST
2016-09-22,IBREALEST
2016-09-22,WOCKPHARMA
2016-09-22,HDIL
2016-09-22,RELCAPITAL
2016-09-22,JINDALSTEL
2016-09-22,KSCL
2016-09-22,CENTURYTEX
2016-09-23,KSCL
2016-09-23,IDBI
2016-09-23,JINDALSTEL
2016-09-23,WOCKPHARMA
2016-09-23,IBREALEST
2016-09-23,HDIL
2016-09-23,CENTURYTEX
2016-09-26,WOCKPHARMA
2016-09-26,IBREALEST
2016-09-26,HDIL
2016-09-26,CEATLTD
2016-09-26,RELCAPITAL
2016-09-26,DLF
2016-09-26,IDBI
2016-09-26,JINDALSTEL
2016-09-27,CEATLTD
2016-09-27,RELCAPITAL
2016-09-27,WOCKPHARMA
2016-09-27,JINDALSTEL
2016-09-27,DLF
2016-09-27,IDBI
2016-09-27,JETAIRWAYS
2016-09-27,RCOM
2016-09-27,IBREALEST
2016-09-27,JISLJALEQS
2016-09-27,HDIL
2016-09-28,SINTEX
2016-09-28,IBREALEST
2016-09-28,WOCKPHARMA
2016-09-28,DLF
2016-09-28,JPASSOCIAT
2016-09-28,CEATLTD
2016-09-28,JISLJALEQS
2016-09-28,JINDALSTEL
2016-09-28,IDBI
2016-09-28,RCOM
2016-09-28,RELCAPITAL
2016-09-28,JETAIRWAYS
2016-09-29,SINTEX
2016-09-29,JINDALSTEL
2016-09-29,WOCKPHARMA
2016-09-29,JPASSOCIAT
2016-09-29,JISLJALEQS
2016-09-29,CENTURYTEX
2016-09-29,JETAIRWAYS
2016-09-29,RCOM
2016-09-29,JUSTDIAL
2016-09-29,IDBI
2016-10-04,IBREALEST
2016-10-05,IBREALEST
2016-10-06,IBREALEST
2016-10-06,JINDALSTEL
2016-10-07,IBREALEST
2016-10-07,JINDALSTEL
2016-10-10,JINDALSTEL
2016-10-10,IBREALEST
2016-10-13,JINDALSTEL
2016-10-13,IBREALEST
2016-10-13,TV18BRDCST
2016-10-14,JINDALSTEL
2016-10-14,TV18BRDCST
2016-10-14,IBREALEST
2016-10-17,JINDALSTEL
2016-10-17,IBREALEST
2016-10-18,IBREALEST
2016-10-18,JINDALSTEL
2016-10-19,JINDALSTEL
2016-10-19,IBREALEST
2016-10-19,BANKINDIA
2016-10-19,HDIL
2016-10-19,CEATLTD
2016-10-20,HDIL
2016-10-20,JINDALSTEL
2016-10-20,IBREALEST
2016-10-20,BANKINDIA
2016-10-20,CEATLTD
2016-10-21,IBREALEST
2016-10-21,BANKINDIA
2016-10-21,CEATLTD
2016-10-21,JINDALSTEL
2016-10-21,HDIL
2016-10-24,BANKINDIA
2016-10-24,HDIL
2016-10-24,JINDALSTEL
2016-10-24,IBREALEST
2016-10-25,JINDALSTEL
2016-10-25,ORIENTBANK
